id,item_id,response,trait,correct,session_id,time_taken,data_set_id
81,15,,gf1,0,i247,30,
82,16,b,gf2,0,i247,15.7975521087646,
83,17,c,gf2,0,i247,4.10700106620789,
84,18,d,gf2,1,i247,3.55875611305237,
85,19,c,gf2,0,i247,4.44047498703003,
86,20,c,gf2,0,i247,14.6715130805969,
87,21,b,gf2,0,i247,3.25691795349121,
88,22,e,gf2,0,i247,3.21941089630127,
89,23,d,gf2,0,i247,3.58051705360413,
90,24,b,gf2,0,i247,4.12393188476562,
91,25,d,gf2,1,i247,4.8718249797821,
92,26,e,gf2,1,i247,4.9674870967865,
93,27,c,gf2,1,i247,5.16515612602234,
94,28,e,gf2,1,i247,4.12945604324341,
95,29,b,gf2,0,i247,5.11817502975464,
96,30,e,gf2,0,i247,3.17710113525391,
97,31,c,gf2,0,i247,3.51273798942566,
98,32,b,gf2,1,i247,4.23395586013794,
99,33,d,gf2,1,i247,3.54102206230164,
100,1,b,gf1,1,i252,6.68119311332703,
101,2,b,gf1,1,i252,6.06279802322388,
102,3,d,gf1,1,i252,5.2905478477478,
103,4,a,gf1,1,i252,5.2306501865387,
104,5,d,gf1,1,i252,6.19868683815002,
105,6,c,gf1,1,i252,6.15269899368286,
106,7,a,gf1,1,i252,5.43068504333496,
107,8,b,gf1,1,i252,6.79962301254272,
108,9,c,gf1,1,i252,8.37589001655579,
109,10,c,gf1,1,i252,15.8346440792084,
110,11,d,gf1,1,i252,7.9369010925293,
111,12,c,gf1,1,i252,27.4755311012268,
112,13,c,gf1,1,i252,11.6060559749603,
113,14,b,gf1,0,i252,30,
114,15,c,gf1,0,i252,30,
115,16,c,gf2,1,i252,16.7865788936615,
116,17,b,gf2,1,i252,21.6590189933777,
117,18,d,gf2,1,i252,40.1277949810028,
118,19,b,gf2,1,i252,33.138995885849,
119,20,b,gf2,1,i252,15.8299679756165,
120,21,c,gf2,1,i252,27.919252872467,
121,22,a,gf2,0,i252,20.5059349536896,
122,23,b,gf2,1,i252,39.113361120224,
123,24,d,gf2,0,i252,30.8014359474182,
124,25,d,gf2,1,i252,32.7806551456451,
125,26,c,gf2,0,i252,60,
126,27,c,gf2,1,i252,28.1773262023926,
127,28,e,gf2,1,i252,19.7211689949036,
128,29,d,gf2,1,i252,39.5188100337982,
129,30,b,gf2,1,i252,37.5662260055542,
130,31,d,gf2,1,i252,60,
131,32,b,gf2,1,i252,35.1088240146637,
132,33,c,gf2,0,i252,60,
133,1,b,gf1,1,i284,7.66796398162842,
134,2,b,gf1,1,i284,6.49688386917114,
135,3,d,gf1,1,i284,6.32211899757385,
136,4,a,gf1,1,i284,5.48817086219788,
137,5,d,gf1,1,i284,6.14384794235229,
138,6,c,gf1,1,i284,14.1613740921021,
139,7,a,gf1,1,i284,10.912045955658,
140,8,b,gf1,1,i284,6.30219793319702,
141,9,c,gf1,1,i284,11.2835190296173,
142,10,c,gf1,1,i284,9.12050294876099,
143,11,d,gf1,1,i284,8.6656858921051,
144,12,c,gf1,1,i284,22.35906291008,
145,13,c,gf1,1,i284,30,
146,14,d,gf1,1,i284,25.1523141860962,
147,15,b,gf1,0,i284,30,
148,16,c,gf2,1,i284,30.0380160808563,
149,17,b,gf2,1,i284,20.8721749782562,
150,18,d,gf2,1,i284,58.401242017746,
151,19,b,gf2,1,i284,41.7894248962402,
152,20,b,gf2,1,i284,60,
153,21,c,gf2,1,i284,60,
154,22,a,gf2,0,i284,60,
155,23,b,gf2,1,i284,27.7320070266724,
156,24,d,gf2,0,i284,56.1877098083496,
157,25,d,gf2,1,i284,60,
158,26,a,gf2,0,i284,60,
159,27,c,gf2,1,i284,21.4076669216156,
160,28,e,gf2,1,i284,32.190288066864,
161,29,d,gf2,1,i284,60,
162,30,d,gf2,0,i284,59.8460049629211,
163,31,,gf2,0,i284,60,
164,32,b,gf2,1,i284,29.7600800991058,
165,33,d,gf2,1,i284,60,
166,1,b,gf1,1,i301,6.82743191719055,
167,2,b,gf1,1,i301,5.23663401603699,
168,3,d,gf1,1,i301,4.52929019927979,
169,4,a,gf1,1,i301,5.53901505470276,
170,5,d,gf1,1,i301,6.71665501594543,
171,6,c,gf1,1,i301,8.02391409873962,
172,7,a,gf1,1,i301,6.81172895431519,
173,8,b,gf1,1,i301,11.4763300418854,
174,9,c,gf1,1,i301,30,
175,10,c,gf1,1,i301,12.5877170562744,
176,11,d,gf1,1,i301,5.56317090988159,
177,12,c,gf1,1,i301,30,
178,13,d,gf1,0,i301,30,
179,14,d,gf1,1,i301,30,
180,15,d,gf1,1,i301,20.9913449287415,
181,16,c,gf2,1,i301,13.1080648899078,
182,17,d,gf2,0,i301,12.6361517906189,
183,18,b,gf2,0,i301,36.8720171451569,
184,19,b,gf2,1,i301,20.9864258766174,
185,20,b,gf2,1,i301,21.6555888652802,
186,21,c,gf2,1,i301,60,
187,22,a,gf2,0,i301,27.6589438915253,
188,23,a,gf2,0,i301,36.3079597949982,
189,24,d,gf2,0,i301,58.8868360519409,
190,25,d,gf2,1,i301,36.2434701919556,
191,26,d,gf2,0,i301,60,
192,27,c,gf2,1,i301,23.3369081020355,
193,28,e,gf2,1,i301,20.3219537734985,
194,29,,gf2,0,i301,60,
195,30,b,gf2,1,i301,60,
196,31,a,gf2,0,i301,57.0782389640808,
197,32,b,gf2,1,i301,48.4005930423737,
198,33,e,gf2,0,i301,55.4468212127686,
199,1,b,gf1,1,i315,9.94232892990112,
200,2,b,gf1,1,i315,8.6028459072113,
201,3,d,gf1,1,i315,6.135990858078,
202,4,a,gf1,1,i315,6.81161904335022,
203,5,d,gf1,1,i315,8.026123046875,
204,6,c,gf1,1,i315,10.0669870376587,
205,7,a,gf1,1,i315,7.66905093193054,
206,8,b,gf1,1,i315,6.48224186897278,
207,9,c,gf1,1,i315,8.72017002105713,
208,10,c,gf1,1,i315,7.53696703910828,
209,11,d,gf1,1,i315,9.43333387374878,
210,12,d,gf1,0,i315,21.5701858997345,
211,13,c,gf1,1,i315,18.7874422073364,
212,14,b,gf1,0,i315,21.7123742103577,
213,15,d,gf1,1,i315,18.8984081745148,
214,16,c,gf2,1,i315,16.0370361804962,
215,17,b,gf2,1,i315,29.2787799835205,
216,18,d,gf2,1,i315,30.9175500869751,
217,19,b,gf2,1,i315,26.8264100551605,
218,20,c,gf2,0,i315,28.3205208778381,
219,21,c,gf2,1,i315,21.2884249687195,
220,22,a,gf2,0,i315,26.3110480308533,
221,23,b,gf2,1,i315,35.6619999408722,
222,24,d,gf2,0,i315,27.6801390647888,
223,25,a,gf2,0,i315,41.0138049125671,
224,26,e,gf2,1,i315,47.096647977829,
225,27,c,gf2,1,i315,22.7366030216217,
226,28,e,gf2,1,i315,25.4858610630035,
227,29,,gf2,0,i315,60,
228,30,b,gf2,1,i315,59.2988889217377,
229,31,e,gf2,0,i315,37.0478780269623,
230,32,b,gf2,1,i315,33.5742700099945,
231,33,e,gf2,0,i315,52.5195348262787,
232,1,b,gf1,1,i323,11.3069860935211,
233,2,b,gf1,1,i323,7.93512296676636,
234,3,d,gf1,1,i323,6.09487581253052,
235,4,a,gf1,1,i323,6.47414088249207,
236,5,d,gf1,1,i323,7.06510210037231,
237,6,c,gf1,1,i323,24.5291810035706,
238,7,a,gf1,1,i323,5.58119010925293,
239,8,b,gf1,1,i323,6.15977001190186,
240,9,c,gf1,1,i323,10.1675388813019,
241,10,c,gf1,1,i323,16.3073358535767,
242,11,d,gf1,1,i323,8.0560519695282,
243,12,a,gf1,0,i323,22.2353711128235,
244,13,d,gf1,0,i323,14.3950679302216,
245,14,d,gf1,1,i323,30,
246,15,,gf1,0,i323,30,
247,16,c,gf2,1,i323,14.4702250957489,
248,17,d,gf2,0,i323,14.6330449581146,
249,18,d,gf2,1,i323,50.323616027832,
250,19,b,gf2,1,i323,9.56698393821716,
251,20,b,gf2,1,i323,22.05650806427,
252,21,c,gf2,1,i323,18.1395230293274,
253,22,b,gf2,0,i323,16.9793031215668,
254,23,a,gf2,0,i323,25.0611000061035,
255,24,e,gf2,0,i323,28.7498979568481,
256,25,d,gf2,1,i323,16.1327509880066,
257,26,c,gf2,0,i323,13.004420042038,
258,27,c,gf2,1,i323,17.0179951190948,
259,28,e,gf2,1,i323,8.27133798599243,
260,29,d,gf2,1,i323,33.8312129974365,
261,30,e,gf2,0,i323,8.05657696723938,
262,31,d,gf2,1,i323,11.8381140232086,
263,32,d,gf2,0,i323,23.6238830089569,
264,33,d,gf2,1,i323,7.17132091522217,
265,1,b,gf1,1,i325,7.53145813941956,
266,2,b,gf1,1,i325,11.00608086586,
267,3,d,gf1,1,i325,7.21732020378113,
268,4,a,gf1,1,i325,6.51095485687256,
269,5,d,gf1,1,i325,9.03682398796082,
270,6,c,gf1,1,i325,10.121071100235,
271,7,a,gf1,1,i325,5.22057914733887,
272,8,b,gf1,1,i325,6.69792008399963,
273,9,c,gf1,1,i325,6.8014829158783,
274,10,c,gf1,1,i325,9.38897180557251,
275,11,d,gf1,1,i325,14.6457440853119,
276,12,d,gf1,0,i325,15.221421957016,
277,13,c,gf1,1,i325,18.1782689094543,
278,14,a,gf1,0,i325,10.0378279685974,
279,15,d,gf1,1,i325,9.65077900886536,
280,16,c,gf2,1,i325,13.2885129451752,
281,17,b,gf2,1,i325,12.5391130447388,
282,18,b,gf2,0,i325,22.8760161399841,
283,19,c,gf2,0,i325,21.0664041042328,
284,20,b,gf2,1,i325,15.9489588737488,
285,21,c,gf2,1,i325,18.3880407810211,
286,22,a,gf2,0,i325,17.6889820098877,
287,23,b,gf2,1,i325,29.4411709308624,
288,24,d,gf2,0,i325,22.4880421161652,
289,25,d,gf2,1,i325,25.1853430271149,
290,26,e,gf2,1,i325,24.1900179386139,
291,27,c,gf2,1,i325,12.3304290771484,
292,28,e,gf2,1,i325,14.9429559707642,
293,29,d,gf2,1,i325,23.6219329833984,
294,30,d,gf2,0,i325,28.90052485466,
295,31,c,gf2,0,i325,24.8447480201721,
296,32,b,gf2,1,i325,39.2103900909424,
297,33,d,gf2,1,i325,36.1658360958099,
298,3,d,gf1,1,i330,6.23910403251648,
299,1,b,gf1,1,i338,17.0646069049835,
300,2,b,gf1,1,i338,10.7399771213531,
301,3,d,gf1,1,i338,7.59404516220093,
302,4,c,gf1,0,i338,6.31473684310913,
303,5,d,gf1,1,i338,12.0258960723877,
304,6,c,gf1,1,i338,10.0669708251953,
305,7,a,gf1,1,i338,9.75364184379578,
306,8,b,gf1,1,i338,8.5632541179657,
307,9,c,gf1,1,i338,6.41899299621582,
308,10,c,gf1,1,i338,8.8394889831543,
309,11,d,gf1,1,i338,14.7150580883026,
310,12,b,gf1,0,i338,11.2913990020752,
311,13,d,gf1,0,i338,28.8432211875916,
312,14,b,gf1,0,i338,13.6816189289093,
313,15,c,gf1,0,i338,17.2189099788666,
314,16,b,gf2,0,i338,15.3969559669495,
315,17,b,gf2,1,i338,24.80113697052,
316,18,a,gf2,0,i338,29.8686459064484,
317,19,b,gf2,1,i338,17.2523798942566,
318,1,b,gf1,1,i359,14.3748099803925,
319,2,b,gf1,1,i359,13.1363339424133,
320,3,d,gf1,1,i359,10.4795570373535,
321,4,a,gf1,1,i359,12.8236241340637,
322,5,d,gf1,1,i359,13.0266759395599,
323,6,c,gf1,1,i359,12.5495800971985,
324,7,a,gf1,1,i359,11.1738731861115,
325,8,b,gf1,1,i359,12.1343748569489,
326,9,c,gf1,1,i359,12.0422530174255,
327,10,c,gf1,1,i359,17.2222821712494,
328,11,d,gf1,1,i359,22.7058548927307,
329,12,d,gf1,0,i359,22.1765260696411,
330,13,,gf1,0,i359,30,
331,14,b,gf1,0,i359,14.6251308917999,
332,15,b,gf1,0,i359,13.9546520709991,
333,16,c,gf2,1,i359,19.2173590660095,
334,17,d,gf2,0,i359,21.6654489040375,
335,18,a,gf2,0,i359,37.5664081573486,
336,19,a,gf2,0,i359,26.5830080509186,
337,20,c,gf2,0,i359,13.0089750289917,
338,21,c,gf2,1,i359,21.894504070282,
339,22,a,gf2,0,i359,34.5971009731293,
340,23,e,gf2,0,i359,36.3233420848846,
341,24,d,gf2,0,i359,25.4096119403839,
342,25,c,gf2,0,i359,32.9781701564789,
343,26,,gf2,0,i359,60,
344,27,c,gf2,1,i359,26.2563920021057,
345,28,e,gf2,1,i359,21.6880769729614,
346,29,a,gf2,0,i359,47.9074158668518,
347,30,b,gf2,1,i359,24.2844309806824,
348,31,d,gf2,1,i359,44.2992508411407,
349,32,b,gf2,1,i359,35.5058300495148,
350,33,e,gf2,0,i359,38.46311211586,
351,1,b,gf1,1,i371,30,
352,2,b,gf1,1,i371,21.625725030899,
353,3,d,gf1,1,i371,13.1403768062592,
354,4,a,gf1,1,i371,13.3602070808411,
355,5,d,gf1,1,i371,25.1637139320374,
356,6,c,gf1,1,i371,20.6685011386871,
357,7,a,gf1,1,i371,12.9783620834351,
358,8,b,gf1,1,i371,12.91952085495,
359,9,c,gf1,1,i371,23.1212072372437,
360,10,c,gf1,1,i371,25.9251179695129,
361,11,,gf1,0,i371,30,
362,12,,gf1,0,i371,30,
363,13,c,gf1,1,i371,29.3329060077667,
364,14,,gf1,0,i371,30,
365,15,d,gf1,1,i371,18.5403530597687,
366,16,a,gf2,0,i371,24.4608538150787,
367,1,b,gf1,1,i368,9.71611905097961,
368,2,b,gf1,1,i368,6.16310000419617,
369,3,d,gf1,1,i368,6.51867389678955,
370,4,a,gf1,1,i368,6.05542993545532,
371,5,d,gf1,1,i368,6.08416390419006,
372,6,c,gf1,1,i368,7.44745397567749,
373,7,a,gf1,1,i368,7.19287395477295,
374,8,b,gf1,1,i368,9.00420308113098,
375,9,c,gf1,1,i368,7.09136486053467,
376,10,c,gf1,1,i368,7.99009418487549,
377,11,d,gf1,1,i368,8.03789806365967,
378,12,c,gf1,1,i368,24.2904479503632,
379,13,,gf1,0,i368,30,
380,14,b,gf1,0,i368,18.232017993927,
381,15,d,gf1,1,i368,30,
382,16,c,gf2,1,i368,12.9950070381165,
383,17,d,gf2,0,i368,13.3680329322815,
384,18,d,gf2,1,i368,31.9137117862701,
385,19,b,gf2,1,i368,37.8790049552917,
386,20,c,gf2,0,i368,28.5815420150757,
387,21,c,gf2,1,i368,21.8236618041992,
388,22,a,gf2,0,i368,15.9433238506317,
389,23,b,gf2,1,i368,19.1030550003052,
390,24,c,gf2,1,i368,31.8995862007141,
391,25,,gf2,0,i368,60,
392,1,b,gf1,1,i380,19.3739650249481,
393,2,b,gf1,1,i380,10.0248870849609,
394,3,d,gf1,1,i380,9.7262110710144,
395,4,a,gf1,1,i380,9.85895109176636,
396,5,d,gf1,1,i380,10.990709066391,
397,6,c,gf1,1,i380,13.7399430274963,
398,7,a,gf1,1,i380,7.50125503540039,
399,8,b,gf1,1,i380,8.16295695304871,
400,9,c,gf1,1,i380,11.8104269504547,
401,10,c,gf1,1,i380,12.2817800045013,
402,11,d,gf1,1,i380,12.1731531620026,
403,12,c,gf1,1,i380,15.7968719005585,
404,13,a,gf1,0,i380,30,
405,14,b,gf1,0,i380,16.0075380802155,
406,15,b,gf1,0,i380,8.99724698066711,
407,16,a,gf2,0,i380,19.7769680023193,
408,17,d,gf2,0,i380,32.5352900028229,
409,18,b,gf2,0,i380,22.3096148967743,
410,19,b,gf2,1,i380,21.7619647979736,
411,20,b,gf2,1,i380,13.8500580787659,
412,21,c,gf2,1,i380,21.23717212677,
413,22,c,gf2,0,i380,16.6325860023499,
414,23,a,gf2,0,i380,30.5691030025482,
415,24,c,gf2,1,i380,25.0054500102997,
416,25,b,gf2,0,i380,19.8978729248047,
417,26,c,gf2,0,i380,24.4757409095764,
418,27,a,gf2,0,i380,13.5276069641113,
419,28,f,gf2,0,i380,16.8261609077454,
420,29,f,gf2,0,i380,15.7353360652924,
421,30,c,gf2,0,i380,24.6375629901886,
422,31,c,gf2,0,i380,36.864284992218,
423,32,d,gf2,0,i380,15.6812870502472,
424,33,b,gf2,0,i380,24.1991260051727,
425,1,b,gf1,1,i386,15.9866409301758,
426,2,b,gf1,1,i386,7.73987078666687,
427,3,d,gf1,1,i386,7.41982793807983,
428,4,a,gf1,1,i386,10.345771074295,
429,5,d,gf1,1,i386,7.66665101051331,
430,6,c,gf1,1,i386,13.237960100174,
431,7,a,gf1,1,i386,7.36569809913635,
432,8,b,gf1,1,i386,10.2016019821167,
433,9,c,gf1,1,i386,9.84210896492004,
434,10,c,gf1,1,i386,11.0022170543671,
435,11,d,gf1,1,i386,6.50297617912292,
436,12,b,gf1,0,i386,30,
437,13,d,gf1,0,i386,26.2509069442749,
438,14,d,gf1,1,i386,30,
439,15,b,gf1,0,i386,11.7435228824615,
440,16,c,gf2,1,i386,24.6779749393463,
441,17,d,gf2,0,i386,27.7197968959808,
442,18,d,gf2,1,i386,41.1414098739624,
443,19,b,gf2,1,i386,22.2735569477081,
444,20,b,gf2,1,i386,27.3605401515961,
445,21,c,gf2,1,i386,25.8901031017303,
446,22,a,gf2,0,i386,20.2891700267792,
447,23,b,gf2,1,i386,33.5857729911804,
448,24,c,gf2,1,i386,34.6907370090485,
449,25,d,gf2,1,i386,38.1112298965454,
450,26,,gf2,0,i386,60,
451,27,c,gf2,1,i386,16.1947140693665,
452,28,e,gf2,1,i386,32.3603219985962,
453,29,d,gf2,1,i386,45.9360840320587,
454,30,a,gf2,0,i386,53.8305518627167,
455,31,,gf2,0,i386,60,
456,32,b,gf2,1,i386,37.9402050971985,
457,33,,gf2,0,i386,60,
458,1,b,gf1,1,i399,9.41830110549927,
459,2,b,gf1,1,i399,7.4631450176239,
460,3,d,gf1,1,i399,6.14154601097107,
461,4,a,gf1,1,i399,7.34356498718262,
462,5,d,gf1,1,i399,11.4525179862976,
463,6,c,gf1,1,i399,9.41846108436584,
464,7,a,gf1,1,i399,7.36061596870422,
465,8,b,gf1,1,i399,8.75781202316284,
466,9,c,gf1,1,i399,8.8727331161499,
467,10,c,gf1,1,i399,9.90807700157166,
468,11,d,gf1,1,i399,6.487056016922,
469,12,c,gf1,1,i399,25.4670979976654,
470,13,c,gf1,1,i399,30,
471,14,b,gf1,0,i399,15.5390839576721,
472,15,c,gf1,0,i399,15.4367849826813,
473,16,c,gf2,1,i399,16.5007300376892,
474,17,b,gf2,1,i399,24.7695698738098,
475,18,d,gf2,1,i399,18.9068281650543,
476,20,c,gf2,0,i399,11.2359609603882,
477,21,c,gf2,1,i399,19.3745889663696,
478,22,a,gf2,0,i399,22.984118938446,
479,23,b,gf2,1,i399,60,
480,24,c,gf2,1,i399,21.3309679031372,
481,25,b,gf2,0,i399,52.4586360454559,
482,26,d,gf2,0,i399,22.3914000988007,
483,27,c,gf2,1,i399,16.7786500453949,
484,28,e,gf2,1,i399,21.5637340545654,
485,29,d,gf2,1,i399,30.826966047287,
486,30,b,gf2,1,i399,57.6828649044037,
487,31,,gf2,0,i399,60,
488,32,b,gf2,1,i399,60,
489,33,c,gf2,0,i399,52.8498170375824,
490,1,b,gf1,1,i409,17.2767100334167,
491,2,b,gf1,1,i409,15.67156291008,
492,3,d,gf1,1,i409,13.9253540039062,
493,4,a,gf1,1,i409,14.5434169769287,
494,5,d,gf1,1,i409,12.4992480278015,
495,6,c,gf1,1,i409,12.4555869102478,
496,7,a,gf1,1,i409,9.7350709438324,
497,8,b,gf1,1,i409,12.9277541637421,
498,9,c,gf1,1,i409,15.44322514534,
499,10,c,gf1,1,i409,10.5065550804138,
500,11,d,gf1,1,i409,20.8613231182098,
501,12,,gf1,0,i409,30,
502,13,c,gf1,1,i409,17.2318248748779,
503,14,b,gf1,0,i409,15.1093389987946,
504,15,c,gf1,0,i409,14.2976229190826,
505,16,c,gf2,1,i409,11.406800031662,
506,17,d,gf2,0,i409,14.7719910144806,
507,18,d,gf2,1,i409,30.6681501865387,
508,19,b,gf2,1,i409,15.4164159297943,
509,20,b,gf2,1,i409,15.2611300945282,
510,21,c,gf2,1,i409,17.6827459335327,
511,22,c,gf2,0,i409,18.3246469497681,
512,23,a,gf2,0,i409,26.3500790596008,
513,24,d,gf2,0,i409,25.6102259159088,
514,25,d,gf2,1,i409,24.6985890865326,
515,26,d,gf2,0,i409,37.7913370132446,
516,27,c,gf2,1,i409,37.879047870636,
517,28,e,gf2,1,i409,26.152330160141,
518,29,a,gf2,0,i409,47.8230979442596,
519,30,b,gf2,1,i409,22.8129940032959,
520,31,d,gf2,1,i409,56.3506109714508,
521,32,b,gf2,1,i409,24.6690318584442,
522,33,c,gf2,0,i409,57.235818862915,
523,1,b,gf1,1,i424,17.2482261657715,
524,2,b,gf1,1,i424,10.6341998577118,
525,3,d,gf1,1,i424,11.8520839214325,
526,4,a,gf1,1,i424,9.00221300125122,
527,5,d,gf1,1,i424,10.2476301193237,
528,6,c,gf1,1,i424,13.2470910549164,
529,7,a,gf1,1,i424,9.52950286865234,
530,8,b,gf1,1,i424,9.1082170009613,
531,9,c,gf1,1,i424,12.8853731155396,
532,10,c,gf1,1,i424,12.8633830547333,
533,11,d,gf1,1,i424,16.2902178764343,
534,12,c,gf1,1,i424,13.7462589740753,
535,13,,gf1,0,i424,30,
536,14,b,gf1,0,i424,19.6599168777466,
537,15,d,gf1,1,i424,21.0204441547394,
538,16,c,gf2,1,i424,18.193363904953,
539,17,b,gf2,1,i424,21.193708896637,
540,18,b,gf2,0,i424,23.1488659381866,
541,19,c,gf2,0,i424,28.77818608284,
542,20,c,gf2,0,i424,19.9934570789337,
543,21,a,gf2,0,i424,29.4065771102905,
544,22,a,gf2,0,i424,19.0939722061157,
545,23,a,gf2,0,i424,25.2669861316681,
546,24,c,gf2,1,i424,17.6819100379944,
547,25,b,gf2,0,i424,32.7406749725342,
548,1,b,gf1,1,i447,12.9365351200104,
549,2,b,gf1,1,i447,7.19797587394714,
550,3,d,gf1,1,i447,6.03585696220398,
551,4,a,gf1,1,i447,6.69903302192688,
552,5,d,gf1,1,i447,7.83793902397156,
553,6,c,gf1,1,i447,9.26547288894653,
554,7,a,gf1,1,i447,9.70448613166809,
555,8,b,gf1,1,i447,7.91354393959045,
556,9,c,gf1,1,i447,8.01613092422485,
557,10,c,gf1,1,i447,7.40602588653564,
558,11,d,gf1,1,i447,10.8023800849915,
559,12,,gf1,0,i447,30,
560,13,d,gf1,0,i447,17.2262828350067,
561,14,b,gf1,0,i447,9.22932291030884,
562,15,c,gf1,0,i447,14.0653150081635,
563,16,c,gf2,1,i447,17.7543439865112,
564,17,d,gf2,0,i447,10.7315790653229,
565,2,,gf1,0,i464,30,
566,3,d,gf1,1,i464,16.9615318775177,
567,4,b,gf1,0,i464,10.1066370010376,
568,5,d,gf1,1,i464,11.3140790462494,
569,6,c,gf1,1,i464,12.0713720321655,
570,7,a,gf1,1,i464,19.975615978241,
571,8,b,gf1,1,i464,10.3284299373627,
572,9,c,gf1,1,i464,30,
573,10,c,gf1,1,i464,15.0195140838623,
574,11,a,gf1,0,i464,10.1964249610901,
575,12,,gf1,0,i464,30,
576,13,c,gf1,1,i464,30,
577,14,,gf1,0,i464,30,
578,15,b,gf1,0,i464,16.4253950119019,
579,16,c,gf2,1,i464,24.1232590675354,
580,17,d,gf2,0,i464,19.6034600734711,
581,18,b,gf2,0,i464,40.931058883667,
582,19,d,gf2,0,i464,44.4186279773712,
583,20,c,gf2,0,i464,26.739462852478,
584,21,c,gf2,1,i464,19.319197177887,
585,22,c,gf2,0,i464,55.0555939674377,
586,23,d,gf2,0,i464,37.0882630348206,
587,24,,gf2,0,i464,60,
588,25,c,gf2,0,i464,40.2224249839783,
589,26,,gf2,0,i464,60,
590,1,b,gf1,1,i463,9.95015501976013,
591,2,b,gf1,1,i463,8.16798496246338,
592,3,d,gf1,1,i463,7.32501888275146,
593,4,b,gf1,0,i463,8.40828394889832,
594,5,d,gf1,1,i463,10.7301888465881,
595,6,c,gf1,1,i463,13.3398058414459,
596,7,a,gf1,1,i463,7.83091187477112,
597,8,b,gf1,1,i463,7.48095917701721,
598,9,c,gf1,1,i463,16.5982248783112,
599,10,c,gf1,1,i463,14.8777642250061,
600,11,d,gf1,1,i463,8.22731900215149,
